,group_name,city_id,dt,is_blank,group_usr_num,gmv,subsidy_hufan,subsidy_coupon,subsidy_c,bubble_cnt,compete_call_cnt,objective_call_cnt,fk_gmv,fk_subsidy_c,fk_subsidy_hufan
8201,rgroup_joint_blank,273,2023-04-11,1,77,1196.100000,0.000000,60.860000,80.150000,365.000000,95.000000,95.000000,15.53376623376623376623376623,1.040909090909090909090909091,0.000000
8203,rgroup_joint_exp_pack,218,2023-04-03,0,35,0.000000,0.000000,0.000000,0.000000,113.000000,8.000000,7.000000,0.000000,0.000000,0.000000
8205,rgroup_joint_blank,337,2023-04-12,1,26,43.400000,0.000000,0.000000,0.580000,85.000000,19.000000,12.000000,1.669230769230769230769230769,0.02230769230769230769230769231,0.000000
8206,rgroup_joint_blank,218,2023-04-04,1,1,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,1.000000,0.000000,0.000000,0.000000
8207,rgroup_joint_blank,179,2023-04-10,1,22,55.000000,0.000000,6.350000,6.350000,73.000000,24.000000,24.000000,2.500000,0.2886363636363636363636363636,0.000000
8208,rgroup_joint_blank,313,2023-04-13,1,4,0.000000,0.000000,0.000000,0.000000,13.000000,4.000000,4.000000,0.000000,0.000000,0.000000
8209,rgroup_joint_blank,322,2023-04-11,1,10,0.000000,0.000000,0.000000,0.000000,34.000000,6.000000,4.000000,0.000000,0.000000,0.000000
8210,rgroup_joint_blank,363,2023-04-13,1,28,546.690000,0.000000,11.350000,18.820000,79.000000,28.000000,28.000000,19.52464285714285714285714286,0.6721428571428571428571428571,0.000000
8211,rgroup_joint_exp_pack,218,2023-04-08,0,26,0.000000,0.000000,0.000000,0.000000,79.000000,8.000000,8.000000,0.000000,0.000000,0.000000
8212,rgroup_joint_blank,313,2023-04-18,1,6,0.000000,0.000000,0.000000,0.000000,20.000000,4.000000,4.000000,0.000000,0.000000,0.000000
8213,rgroup_joint_blank,333,2023-04-09,1,3,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8214,rgroup_joint_blank,215,2023-04-12,1,16,0.000000,0.000000,0.000000,0.000000,29.000000,7.000000,3.000000,0.000000,0.000000,0.000000
8215,rgroup_joint_exp_pack,342,2023-04-07,0,33,0.000000,0.000000,0.000000,0.000000,73.000000,14.000000,14.000000,0.000000,0.000000,0.000000
8216,rgroup_joint_blank,291,2023-04-10,1,12,0.000000,0.000000,0.000000,0.000000,28.000000,5.000000,5.000000,0.000000,0.000000,0.000000
8218,rgroup_joint_blank,355,2023-04-11,1,4,49.780000,0.000000,0.000000,0.000000,12.000000,2.000000,2.000000,12.445000,0.000000,0.000000
8219,rgroup_joint_blank,195,2023-04-03,1,53,171.710000,0.000000,0.900000,0.900000,253.000000,52.000000,23.000000,3.239811320754716981132075472,0.01698113207547169811320754717,0.000000
8220,rgroup_joint_blank,322,2023-04-03,1,10,0.000000,0.000000,0.000000,0.000000,24.000000,7.000000,4.000000,0.000000,0.000000,0.000000
8221,rgroup_joint_blank,347,2023-04-13,1,6,7.000000,0.000000,0.840000,0.840000,29.000000,12.000000,12.000000,1.166666666666666666666666667,0.140000,0.000000
8222,rgroup_joint_blank,355,2023-04-03,1,4,0.000000,0.000000,0.000000,0.000000,11.000000,2.000000,2.000000,0.000000,0.000000,0.000000
8223,rgroup_joint_blank,216,2023-04-14,1,3,0.000000,0.000000,0.000000,0.000000,8.000000,1.000000,0.000000,0.000000,0.000000,0.000000
8224,rgroup_joint_blank,349,2023-04-08,1,4,0.000000,0.000000,0.000000,0.000000,9.000000,2.000000,2.000000,0.000000,0.000000,0.000000
8225,rgroup_joint_blank,313,2023-04-04,1,8,0.000000,0.000000,0.000000,0.000000,39.000000,2.000000,2.000000,0.000000,0.000000,0.000000
8226,rgroup_joint_blank,343,2023-04-17,1,2,0.000000,0.000000,0.000000,0.000000,6.000000,1.000000,1.000000,0.000000,0.000000,0.000000
8227,rgroup_joint_blank,352,2023-04-01,1,2,0.000000,0.000000,0.000000,0.000000,6.000000,1.000000,1.000000,0.000000,0.000000,0.000000
8228,rgroup_joint_blank,355,2023-04-16,1,4,13.890000,0.000000,2.000000,2.000000,21.000000,3.000000,3.000000,3.472500,0.500000,0.000000
8229,rgroup_joint_blank,215,2023-04-03,1,10,0.000000,0.000000,0.000000,0.000000,26.000000,2.000000,1.000000,0.000000,0.000000,0.000000
8230,rgroup_joint_blank,343,2023-04-18,1,4,0.000000,0.000000,0.000000,0.000000,12.000000,1.000000,1.000000,0.000000,0.000000,0.000000
8231,rgroup_joint_blank,312,2023-04-08,1,8,15.000000,0.000000,0.000000,0.000000,22.000000,1.000000,1.000000,1.875000,0.000000,0.000000
8232,rgroup_joint_blank,342,2023-04-04,1,1,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,1.000000,0.000000,0.000000,0.000000
8233,rgroup_joint_blank,313,2023-04-17,1,7,0.000000,0.000000,0.000000,0.000000,29.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8234,rgroup_joint_blank,202,2023-04-07,1,12,0.000000,0.000000,0.000000,0.000000,20.000000,5.000000,4.000000,0.000000,0.000000,0.000000
8235,rgroup_joint_exp_pack,361,2023-04-10,0,5,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8236,rgroup_joint_blank,341,2023-04-13,1,5,0.000000,0.000000,0.000000,0.000000,19.000000,5.000000,4.000000,0.000000,0.000000,0.000000
8237,rgroup_joint_blank,276,2023-04-06,1,7,61.220000,0.000000,0.000000,0.270000,7.000000,2.000000,2.000000,8.745714285714285714285714286,0.03857142857142857142857142857,0.000000
8238,rgroup_joint_blank,239,2023-04-06,1,2,0.000000,0.000000,0.000000,0.000000,6.000000,2.000000,2.000000,0.000000,0.000000,0.000000
8239,rgroup_joint_blank,343,2023-04-15,1,1,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8240,rgroup_joint_blank,278,2023-04-10,1,5,0.000000,0.000000,0.000000,0.000000,7.000000,1.000000,1.000000,0.000000,0.000000,0.000000
8241,rgroup_joint_blank,349,2023-04-09,1,4,0.000000,0.000000,0.000000,0.000000,8.000000,1.000000,1.000000,0.000000,0.000000,0.000000
8242,rgroup_joint_exp_pack,361,2023-04-09,0,8,0.000000,0.000000,0.000000,0.000000,10.000000,3.000000,3.000000,0.000000,0.000000,0.000000
8243,rgroup_joint_blank,340,2023-04-08,1,1,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8244,rgroup_joint_blank,352,2023-04-03,1,3,0.000000,0.000000,0.000000,0.000000,14.000000,6.000000,6.000000,0.000000,0.000000,0.000000
8245,rgroup_joint_blank,365,2023-04-08,1,2,133.390000,0.000000,0.000000,0.000000,9.000000,3.000000,3.000000,66.695000,0.000000,0.000000
8246,rgroup_joint_blank,313,2023-04-09,1,1,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000
8247,rgroup_joint_blank,365,2023-04-16,1,1,0.000000,0.000000,0.000000,0.000000,3.000000,2.000000,2.000000,0.000000,0.000000,0.000000
8248,rgroup_joint_blank,214,2023-04-01,1,1,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8249,rgroup_joint_blank,355,2023-04-02,1,1,0.000000,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8251,rgroup_joint_exp_pack,20,2023-04-07,0,198986,3556672.000000,12687.010000,171326.200000,214611.999100,793527.000000,213359.000000,176952.000000,17.87398108409636858874493683,1.078528133134994421718110822,0.06375830460434402420270772818
8254,rgroup_joint_exp_pack,267,2023-04-11,0,7253,83145.430000,1539.020000,4049.540000,4888.670000,31155.000000,7564.000000,7195.000000,11.46359161726182269405763132,0.6740204053495105473597132221,0.2121908175927202536881290500
8255,rgroup_joint_exp_pack,320,2023-04-08,0,6963,54011.420000,180.430000,3489.700000,3742.487600,19227.000000,6438.000000,5194.000000,7.756917995117047249748671550,0.5374820623294556943846043372,0.02591268131552491742065201781
8256,rgroup_joint_exp_pack,168,2023-04-19,0,20289,234731.990000,14170.270000,21875.480000,24932.530000,86802.000000,20576.000000,17676.000000,11.56942136132879885652323919,1.228869338064961309083739958,0.6984213120410074424565035241
8257,rgroup_joint_exp_pack,290,2023-04-03,0,569,414.590000,0.000000,19.070000,19.070000,2227.000000,315.000000,272.000000,0.7286291739894551845342706503,0.03351493848857644991212653779,0.000000
8258,rgroup_joint_blank,280,2023-04-15,1,1278,12989.280000,0.600000,761.290000,886.898000,6095.000000,1799.000000,1697.000000,10.16375586854460093896713615,0.6939733959311424100156494523,0.0004694835680751173708920187793
8261,rgroup_joint_exp_pack,160,2023-04-09,0,68065,1067603.150000,46218.940000,104300.520000,138702.850500,304560.000000,77430.000000,74648.000000,15.68505325791522809079556306,2.037799904503048556526849335,0.6790412106075075295673253508
8262,rgroup_joint_exp_pack,140,2023-04-09,0,37931,571510.390000,13217.280000,41093.280000,45985.166600,170654.000000,46407.000000,40485.000000,15.06710579736890669900609001,1.212337312488465898605362369,0.3484558804144367403970367246
8263,rgroup_joint_exp_pack,103,2023-04-17,0,10568,95583.880000,3649.160000,9118.200000,9726.790000,44755.000000,9868.000000,7469.000000,9.044651778955336866010598032,0.9204002649507948523845571537,0.3453028009084027252081756245
8265,rgroup_joint_blank,164,2023-04-14,1,243,1400.260000,0.000000,72.020000,73.870000,967.000000,162.000000,95.000000,5.762386831275720164609053498,0.3039917695473251028806584362,0.000000
8267,rgroup_joint_blank,68,2023-04-15,1,269,152.990000,0.000000,10.040000,10.040000,1037.000000,293.000000,187.000000,0.5687360594795539033457249071,0.03732342007434944237918215613,0.000000
8268,rgroup_joint_exp_pack,207,2023-04-09,0,823,860.920000,27.840000,137.040000,141.590000,3217.000000,566.000000,390.000000,1.046075334143377885783718104,0.1720413122721749696233292831,0.03382746051032806804374240583
8271,rgroup_joint_exp_pack,208,2023-04-04,0,1115,2889.270000,5.790000,360.560000,380.650000,3208.000000,1150.000000,698.000000,2.591273542600896860986547085,0.3413901345291479820627802691,0.005192825112107623318385650224
8272,rgroup_joint_exp_pack,153,2023-04-01,0,100852,1716102.410000,60620.140000,166523.700000,188106.635500,458683.000000,121877.000000,116054.000000,17.01604737635346844881608694,1.865175063459326537897116567,0.6010801967239122674810613572
8273,rgroup_joint_exp_pack,26,2023-04-03,0,160249,1620563.030000,36826.900000,113006.580000,136743.373200,720506.000000,170885.000000,146485.000000,10.11278092218984205829677564,0.8533181061972305599410916761,0.2298104824367078733720647243
8274,rgroup_joint_exp_pack,305,2023-04-17,0,17675,212247.170000,3518.490000,10816.330000,13892.766400,76986.000000,21456.000000,20364.000000,12.00832644978783592644978784,0.7860122432814710042432814710,0.1990659123055162659123055163
8275,rgroup_joint_blank,156,2023-04-10,1,1284,20743.010000,6.530000,1174.380000,1480.428800,5525.000000,1560.000000,1505.000000,16.15499221183800623052959502,1.152981931464174454828660436,0.005085669781931464174454828660
8276,rgroup_joint_blank,44,2023-04-03,1,921,10728.310000,61.470000,521.400000,628.730000,4173.000000,1057.000000,984.000000,11.64854505971769815418023887,0.6826601520086862106406080347,0.06674267100977198697068403909
8277,rgroup_joint_exp_pack,119,2023-04-19,0,6414,49381.570000,804.810000,2458.030000,2753.553400,25936.000000,5867.000000,4584.000000,7.699028687246647957592765825,0.4293036170876208294356096040,0.1254770813844714686623012161
8278,rgroup_joint_exp_pack,225,2023-04-15,0,33495,392719.550000,3941.910000,26234.770000,29713.720500,152531.000000,41492.000000,38721.000000,11.72472160023884161815196298,0.8871091356918943125839677564,0.1176865203761755485893416928
8279,rgroup_joint_exp_pack,126,2023-04-02,0,6250,41784.980000,1109.750000,4727.200000,5066.876700,26948.000000,6241.000000,5141.000000,6.6855968,0.810700272,0.177560
8280,rgroup_joint_exp_pack,332,2023-04-05,0,241,69.030000,0.000000,0.000000,0.000000,606.000000,158.000000,158.000000,0.2864315352697095435684647303,0.000000,0.000000
8281,rgroup_joint_blank,224,2023-04-14,1,417,5678.720000,0.000000,307.720000,360.380000,1735.000000,434.000000,376.000000,13.61803357314148681055155875,0.8642206235011990407673860911,0.000000
8284,rgroup_joint_exp_pack,74,2023-04-12,0,17368,133839.590000,3414.660000,16543.700000,17420.439200,79970.000000,19071.000000,14789.000000,7.706102602487333026255181944,1.003019299861814831874712114,0.1966064025794564716720405343
8285,rgroup_joint_exp_pack,141,2023-04-02,0,14120,166434.880000,2377.690000,10477.450000,11541.520000,64462.000000,14823.000000,11536.000000,11.78717280453257790368271955,0.8173881019830028328611898017,0.1683916430594900849858356941
8287,rgroup_joint_exp_pack,162,2023-04-11,0,17331,261384.210000,6635.470000,15900.410000,29133.361900,72175.000000,17600.000000,16902.000000,15.08188852345508049160463909,1.680997166926317004212105476,0.3828671167272517454272690554
8288,rgroup_joint_exp_pack,131,2023-04-13,0,5131,27599.950000,612.950000,2161.360000,2381.230000,22500.000000,4199.000000,2991.000000,5.379058663028649386084583902,0.4640869226271681933346326252,0.1194601442213993373611381797
8289,rgroup_joint_exp_pack,266,2023-04-15,0,10303,105426.630000,440.250000,5232.410000,5980.522600,44848.000000,12044.000000,10959.000000,10.23261477239638940114529749,0.5804641948946908667378433466,0.04273027273609628263612540037
8291,rgroup_joint_blank,33,2023-04-16,1,5965,117366.760000,37.570000,6337.470000,8213.526800,25147.000000,6158.000000,5823.000000,19.67590276613579212070410729,1.376953361274098910310142498,0.006298407376362112321877619447
8292,rgroup_joint_exp_pack,201,2023-04-02,0,7123,37.200000,0.000000,6.350000,6.350000,29895.000000,4700.000000,1505.000000,0.005222518601712761476905798119,0.0008914783097009686929664467219,0.000000
8294,rgroup_joint_exp_pack,160,2023-04-06,0,70611,1001999.930000,40780.220000,73429.780000,112737.008400,316524.000000,80642.000000,77551.000000,14.19042259704578606732662050,1.596592717848493860729914603,0.5775335287703049099998583790
8295,rgroup_joint_exp_pack,135,2023-04-03,0,56936,834853.750000,30574.880000,57025.100000,82219.699300,280320.000000,59308.000000,54542.000000,14.66302076015174933258395391,1.444072279401433188141070676,0.5370043557678797246030630884
8296,rgroup_joint_exp_pack,35,2023-04-11,0,174553,3563486.220000,91994.730000,227710.470000,272158.351600,750702.000000,182284.000000,169838.000000,20.41492394860013863984004858,1.559173154285517865633933533,0.5270303575418354310725109279
8297,rgroup_joint_exp_pack,160,2023-04-01,0,76367,1132335.030000,34514.260000,86320.860000,123722.851800,347893.000000,87884.000000,84734.000000,14.82754370343211072845600849,1.620108840205848075739520997,0.4519525449474249348540599997
8299,rgroup_joint_exp_pack,280,2023-04-15,0,33126,339715.240000,2448.150000,19630.320000,22964.215600,156080.000000,45722.000000,43347.000000,10.25524482279780233049568315,0.6932384109158968785847974401,0.07390418402463321861981525086
8301,rgroup_joint_exp_pack,177,2023-04-19,0,18076,123249.240000,4297.310000,9156.680000,10048.071500,75485.000000,16342.000000,10667.000000,6.818391236999336136313343660,0.5558791491480416021243637973,0.2377356716087630006638636867
8302,rgroup_joint_exp_pack,179,2023-04-14,0,1170,4511.970000,13.730000,308.730000,341.510000,3629.000000,1048.000000,1048.000000,3.856384615384615384615384615,0.2918888888888888888888888889,0.01173504273504273504273504274
8304,rgroup_joint_exp_pack,22,2023-04-15,0,168355,2273029.500000,25154.180000,161971.570000,196430.596300,803904.000000,154850.000000,133906.000000,13.50140773959787354102937246,1.166764255887856018532268124,0.1494115410887707522794095809
8305,rgroup_joint_exp_pack,281,2023-04-11,0,27550,306666.330000,5099.080000,17842.240000,21160.249900,118252.000000,31121.000000,29362.000000,11.13126424682395644283121597,0.7680671470054446460980036298,0.1850845735027223230490018149
8306,rgroup_joint_exp_pack,222,2023-04-16,0,24243,289081.010000,4229.210000,21481.150000,23721.913600,109614.000000,27124.000000,22805.000000,11.92430846017407086581693685,0.9785056964897083694262261271,0.1744507692942292620550261931
8308,rgroup_joint_exp_pack,224,2023-04-01,0,43887,657198.760000,14547.780000,44512.210000,49919.308600,196348.000000,50364.000000,44194.000000,14.97479344680657142206120263,1.137450921685237086153074942,0.3314826714061111490874290792
8309,rgroup_joint_exp_pack,265,2023-04-15,0,10796,76893.000000,29.430000,4302.450000,4911.397200,34796.000000,13678.000000,12633.000000,7.122360133382734346054094109,0.4549274916635791033716191182,0.002726009633197480548351241200
8310,rgroup_joint_blank,191,2023-04-06,1,177,1094.770000,0.000000,67.730000,73.780000,745.000000,172.000000,131.000000,6.185141242937853107344632768,0.4168361581920903954802259887,0.000000
8311,rgroup_joint_exp_pack,274,2023-04-03,0,3117,73535.820000,1856.220000,4483.400000,4954.860000,12285.000000,2772.000000,2753.000000,23.59185755534167468719923003,1.589624639076034648700673725,0.5955149181905678537054860443
8312,rgroup_joint_blank,228,2023-04-16,1,766,8638.020000,0.950000,671.920000,741.100000,3212.000000,796.000000,710.000000,11.27678851174934725848563969,0.9674934725848563968668407311,0.001240208877284595300261096606
8313,rgroup_joint_blank,330,2023-04-15,1,21,95.140000,0.000000,7.320000,7.320000,72.000000,17.000000,17.000000,4.530476190476190476190476190,0.3485714285714285714285714286,0.000000
8316,rgroup_joint_blank,7,2023-04-15,1,15853,282667.510000,98.580000,27231.470000,31153.627200,76270.000000,16576.000000,15006.000000,17.83053743770895098719485271,1.965156576042389453100359553,0.006218381378918816627767614962
8318,rgroup_joint_exp_pack,20,2023-04-19,0,207308,3582745.600000,150236.890000,266823.640000,315057.039600,837909.000000,239116.000000,193999.000000,17.28223512840797267833368707,1.519753408455052385822061860,0.7247037740945839041426283597
8319,rgroup_joint_exp_pack,23,2023-04-01,0,396814,8347626.430000,229628.130000,630670.790000,748240.466200,1766697.000000,457984.000000,398840.000000,21.03662277540610966346953485,1.885620129834128836180175095,0.5786795072754489508938696719
8320,rgroup_joint_exp_pack,286,2023-04-02,0,35073,396137.260000,11694.020000,26804.090000,30811.313500,146654.000000,39319.000000,36193.000000,11.29465001568157842214809112,0.8784909617084366891911156730,0.3334194394548513101245972686
8321,rgroup_joint_exp_pack,122,2023-04-19,0,5523,16996.320000,613.790000,1470.950000,1588.210000,22430.000000,3644.000000,1683.000000,3.077370994024986420423682781,0.2875629187036031142495020822,0.1111334419699438710845554952
